Ano;Mês;Países;"Bloco Econômico";Via;"Código NCM";"Descrição NCM";"Valor FOB (US$)";"Quilograma Líquido"
2020;11;Espanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3821445;22168
2020;11;Espanha;Europa;MARITIMA;29322000;Lactonas;63081;5611
2020;11;Espanha;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";103164;16000
2020;11;Espanha;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";38176;810
2020;11;Espanha;"União Europeia - UE";AEREA;29322000;Lactonas;1280;190
2020;11;Espanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";69270;59
2020;11;Espanha;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";141709;463
2020;11;Espanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3821445;22168
2020;11;Espanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;63081;5611
2020;11;Espanha;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";103164;16000
2020;11;Espanha;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";38176;810
2020;11;"Estados Unidos";"América do Norte";AEREA;29322000;Lactonas;89158;67
2020;11;"Estados Unidos";"América do Norte";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";7878;2
2020;11;"Estados Unidos";"América do Norte";AEREA;29419059;"Outros macrolídios e seus sais";8846936;6025
2020;11;"Estados Unidos";"América do Norte";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2854648;3752
2020;11;"Estados Unidos";"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4955413;3539
2020;11;"Estados Unidos";"América do Norte";MARITIMA;29322000;Lactonas;233360;11498
2020;11;"Estados Unidos";"América do Norte";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";97827;2528
2020;11;"Estados Unidos";"América do Norte";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2663769;17090
2020;11;"Estados Unidos";"América do Norte";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";888996;797
2020;11;Finlândia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";25143;69
2020;11;Finlândia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";25143;69
2020;11;França;Europa;AEREA;29322000;Lactonas;2559;6
2020;11;França;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";641;2
2020;11;França;Europa;AEREA;29419059;"Outros macrolídios e seus sais";1338;0
2020;11;França;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";48417;324
2020;11;França;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";714763;2794
2020;11;França;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";809050;7853
2020;11;França;"União Europeia - UE";AEREA;29322000;Lactonas;2559;6
2020;11;França;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";641;2
2020;11;França;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";1338;0
2020;11;França;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";48417;324
2020;11;França;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";714763;2794
2020;11;França;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";809050;7853
2020;11;Grécia;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";100144;986
2020;11;Grécia;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";211813;3840
2020;11;Grécia;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";100144;986
2020;11;Grécia;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";211813;3840
2020;11;Hungria;Europa;AEREA;29322000;Lactonas;68099;220
2020;11;Hungria;"União Europeia - UE";AEREA;29322000;Lactonas;68099;220
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;1122196;3186
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1617975;4093
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";4573434;11564
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";17500;409
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";356872;4563
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2091764;37781
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;92751;1390
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";7952;56
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";482769;31279
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";618909;13786
2020;11;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4786153;74820
2020;11;Irlanda;Europa;AEREA;29419059;"Outros macrolídios e seus sais";40;0
2020;11;Irlanda;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";333555;1534
2020;11;Irlanda;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";40;0
2020;11;Irlanda;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";333555;1534
2020;11;Israel;"Oriente Médio";AEREA;29322000;Lactonas;251;0
2020;11;Israel;"Oriente Médio";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";61;0
2020;11;Israel;"Oriente Médio";AEREA;29419059;"Outros macrolídios e seus sais";135;0
2020;11;Itália;Europa;AEREA;29322000;Lactonas;1342434;332
2020;11;Itália;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";70756;11
2020;11;Itália;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1567673;712
2020;11;Itália;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3404433;8322
2020;11;Itália;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";184337;2690
2020;11;Itália;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";237635;988
2020;11;Itália;"União Europeia - UE";AEREA;29322000;Lactonas;1342434;332
2020;11;Itália;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";70756;11
2020;11;Itália;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1567673;712
2020;11;Itália;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3404433;8322
2020;11;Itália;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";184337;2690
2020;11;Itália;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";237635;988
2020;11;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;13811;181
2020;11;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";1532;0
2020;11;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";211776;345
2020;11;"Países Baixos (Holanda)";Europa;AEREA;29322000;Lactonas;117;0
2020;11;"Países Baixos (Holanda)";Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";14826;23
2020;11;"Países Baixos (Holanda)";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";196500;89
2020;11;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;29322000;Lactonas;117;0
2020;11;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";14826;23
2020;11;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";196500;89
2020;11;Polônia;Europa;AEREA;29322000;Lactonas;12102;7
2020;11;Polônia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";19961;88
2020;11;Polônia;"União Europeia - UE";AEREA;29322000;Lactonas;12102;7
2020;11;Polônia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";19961;88
2020;11;"Porto Rico";"América Central e Caribe";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1299265;2725
2020;11;Portugal;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";23052;637
2020;11;Portugal;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";23052;637
2020;11;"Reino Unido";Europa;AEREA;29322000;Lactonas;2403;96
2020;11;"Reino Unido";Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";122595;83
2020;11;"Reino Unido";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3379140;3909
2020;11;"Reino Unido";Europa;MARITIMA;29322000;Lactonas;45508;6450
2020;11;"Reino Unido";Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";488856;760
2020;11;Romênia;Europa;AEREA;29322000;Lactonas;3468;35
2020;11;Romênia;Europa;MARITIMA;29322000;Lactonas;63576;2510
2020;11;Romênia;"União Europeia - UE";AEREA;29322000;Lactonas;3468;35
2020;11;Romênia;"União Europeia - UE";MARITIMA;29322000;Lactonas;63576;2510
2020;11;Suécia;Europa;AEREA;29322000;Lactonas;17461;60
2020;11;Suécia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1274447;1062
2020;11;Suécia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";67378;743
2020;11;Suécia;Europa;RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1102020;4984
2020;11;Suécia;"União Europeia - UE";AEREA;29322000;Lactonas;17461;60
2020;11;Suécia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1274447;1062
2020;11;Suécia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";67378;743
2020;11;Suécia;"União Europeia - UE";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1102020;4984
2020;11;Suíça;Europa;AEREA;29322000;Lactonas;8765;50
2020;11;Suíça;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";493;1
2020;11;Suíça;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";12950;122
2020;11;Suíça;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";7751248;13988
2020;11;Suíça;Europa;MARITIMA;29322000;Lactonas;44259;151
2020;11;Turquia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";394010;417
2020;11;Uruguai;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";102273;1213
2020;11;Uruguai;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";262582;10772
2020;11;Uruguai;"América do Sul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";5441;380
2020;11;Uruguai;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";102273;1213
2020;11;Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";262582;10772
2020;11;Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";5441;380
2020;10;"África do Sul";África;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";608886;7424
2020;10;Alemanha;Europa;AEREA;29322000;Lactonas;20119;120
2020;10;Alemanha;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";247;2
2020;10;Alemanha;Europa;AEREA;29419059;"Outros macrolídios e seus sais";428;0
2020;10;Alemanha;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";546667;1541
2020;10;Alemanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";8568390;10494
2020;10;Alemanha;Europa;MARITIMA;29322000;Lactonas;3638686;67595
2020;10;Alemanha;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";2283;15
2020;10;Alemanha;Europa;MARITIMA;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";95136;1968
2020;10;Alemanha;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2169497;7351
2020;10;Alemanha;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2280467;5849
2020;10;Alemanha;"União Europeia - UE";AEREA;29322000;Lactonas;20119;120
2020;10;Alemanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";247;2
2020;10;Alemanha;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";428;0
2020;10;Alemanha;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";546667;1541
2020;10;Alemanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";8568390;10494
2020;10;Alemanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;3638686;67595
2020;10;Alemanha;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";2283;15
2020;10;Alemanha;"União Europeia - UE";MARITIMA;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";95136;1968
2020;10;Alemanha;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2169497;7351
